"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1993","JUN","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","1993","JUN","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","34,200,000",""
"SURVEY","1993","JUN","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","1993","JUN","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,400,000",""
"SURVEY","1993","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,100,000",""
"SURVEY","1993","JUN","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","72,400,000",""
"SURVEY","1993","JUN","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","543,900,000",""
"SURVEY","1993","JUN","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","414,700,000",""
"SURVEY","1993","JUN","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","44,500,000",""
"SURVEY","1993","JUN","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,200,000",""
"SURVEY","1993","JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","67,600,000",""
"SURVEY","1993","JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","186,900,000",""
"SURVEY","1993","JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,900,000",""
"SURVEY","1993","JUN","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,300,000",""
"SURVEY","1993","JUN","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","1993","JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","504,800,000",""
"SURVEY","1993","JUN","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","1993","JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,800,000",""
"SURVEY","1993","JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,500,000",""
"SURVEY","1993","JUN","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,500,000",""
"SURVEY","1993","JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","96,800,000",""
"SURVEY","1993","JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,600,000",""
"SURVEY","1993","JUN","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,300,000",""
"SURVEY","1993","JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,600,000",""
"SURVEY","1993","JUN","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,500,000",""
"SURVEY","1993","JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","89,900,000",""
"SURVEY","1993","JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,100,000",""
"SURVEY","1993","JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","95,900,000",""
"SURVEY","1993","JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,900,000",""
"SURVEY","1993","JUN","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","374,000,000",""
"SURVEY","1993","JUN","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,500,000",""
"SURVEY","1993","JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","53,100,000",""
"SURVEY","1993","JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,300,000",""
"SURVEY","1993","JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,300,000",""
"SURVEY","1993","JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,400,000",""
"SURVEY","1993","JUN","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","1993","JUL","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,000,000",""
"SURVEY","1993","JUL","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,800,000",""
"SURVEY","1993","JUL","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,100,000",""
"SURVEY","1993","JUL","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,900,000",""
"SURVEY","1993","JUL","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,400,000",""
"SURVEY","1993","JUL","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","1993","JUL","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","32,400,000",""
"SURVEY","1993","JUL","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,400,000",""
"SURVEY","1993","JUL","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,600,000",""
"SURVEY","1993","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","180,500,000",""
"SURVEY","1993","JUL","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,200,000",""
"SURVEY","1993","JUL","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","487,400,000",""
"SURVEY","1993","JUL","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","420,500,000",""
"SURVEY","1993","JUL","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,900,000",""
"SURVEY","1993","JUL","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,000,000",""
"SURVEY","1993","JUL","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","70,900,000",""
"SURVEY","1993","JUL","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","179,500,000",""
"SURVEY","1993","JUL","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,300,000",""
"SURVEY","1993","JUL","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","48,300,000",""
"SURVEY","1993","JUL","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","1993","JUL","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","494,700,000",""
"SURVEY","1993","JUL","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","1993","JUL","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,500,000",""
"SURVEY","1993","JUL","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,500,000",""
"SURVEY","1993","JUL","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,800,000",""
"SURVEY","1993","JUL","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","89,700,000",""
"SURVEY","1993","JUL","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,100,000",""
"SURVEY","1993","JUL","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","49,100,000",""
"SURVEY","1993","JUL","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,000,000",""
"SURVEY","1993","JUL","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,000,000",""
"SURVEY","1993","JUL","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","84,600,000",""
"SURVEY","1993","JUL","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,700,000",""
"SURVEY","1993","JUL","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","91,900,000",""
"SURVEY","1993","JUL","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,200,000",""
"SURVEY","1993","JUL","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","367,800,000",""
"SURVEY","1993","JUL","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","36,200,000",""
"SURVEY","1993","JUL","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","53,200,000",""
"SURVEY","1993","JUL","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,900,000",""
"SURVEY","1993","JUL","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","1993","JUL","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","83,600,000",""
"SURVEY","1993","JUL","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","1993","AUG","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","1993","AUG","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,200,000",""
"SURVEY","1993","AUG","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,500,000",""
"SURVEY","1993","AUG","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,300,000",""
"SURVEY","1993","AUG","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","169,500,000",""
"SURVEY","1993","AUG","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,300,000",""
"SURVEY","1993","AUG","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,300,000",""
"SURVEY","1993","AUG","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,400,000",""
"SURVEY","1993","AUG","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,800,000",""
"SURVEY","1993","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","196,000,000",""
"SURVEY","1993","AUG","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,600,000",""
"SURVEY","1993","AUG","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","545,000,000",""
"SURVEY","1993","AUG","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","417,900,000",""
"SURVEY","1993","AUG","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,800,000",""
"SURVEY","1993","AUG","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,200,000",""
"SURVEY","1993","AUG","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","73,700,000",""
"SURVEY","1993","AUG","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,600,000",""
"SURVEY","1993","AUG","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,000,000",""
"SURVEY","1993","AUG","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,300,000",""
"SURVEY","1993","AUG","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,800,000",""
"SURVEY","1993","AUG","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","512,400,000",""
"SURVEY","1993","AUG","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","1993","AUG","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,400,000",""
"SURVEY","1993","AUG","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","1993","AUG","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,200,000",""
"SURVEY","1993","AUG","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","95,800,000",""
"SURVEY","1993","AUG","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,500,000",""
"SURVEY","1993","AUG","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","54,300,000",""
"SURVEY","1993","AUG","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,600,000",""
"SURVEY","1993","AUG","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,400,000",""
"SURVEY","1993","AUG","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","94,600,000",""
"SURVEY","1993","AUG","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,700,000",""
"SURVEY","1993","AUG","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","92,900,000",""
"SURVEY","1993","AUG","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,500,000",""
"SURVEY","1993","AUG","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","372,000,000",""
"SURVEY","1993","AUG","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,900,000",""
"SURVEY","1993","AUG","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","58,800,000",""
"SURVEY","1993","AUG","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,400,000",""
"SURVEY","1993","AUG","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","1993","AUG","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","89,400,000",""
"SURVEY","1993","AUG","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","1993","SEP","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","1993","SEP","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,000,000",""
"SURVEY","1993","SEP","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,600,000",""
